,360ONE,3MINDIA,AARTIIND,AAVAS,ABB,ABBOTINDIA,ABCAPITAL,ABFRL,ABREL,ABSLAMC,ACC,ACE,ADANIENSOL,ADANIENT,ADANIGREEN,ADANIPORTS,ADANIPOWER,AFFLE,AIAENG,AJANTPHARM,AKZOINDIA,ALKEM,ALKYLAMINE,ALOKINDS,AMBER,AMBUJACEM,ANANDRATHI,ANANTRAJ,ANGELONE,APARINDS,APLAPOLLO,APLLTD,APOLLOHOSP,APOLLOTYRE,APTUS,ASAHIINDIA,ASHOKLEY,ASIANPAINT,ASTERDM,ASTRAL,ASTRAZEN,ATGL,ATUL,AUBANK,AUROPHARMA,AWL,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BALKRISIND,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BAYERCROP,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHEL,BLS,BSE,DMART,MAHABANK,ENGINERSIN,ERIS,ESCORTS,ETERNAL,EXIDEIND,FACT,FEDERALBNK,FINCABLES,FINPIPE,FIVESTAR,FLUOROCHEM,FORCEMOT,FORTIS,FSL,GAIL,GESHIP,GICRE,GILLETTE,GLAND,GLAXO,GLENMARK,GMDCLTD,GMRAIRPORT,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GPIL,GRANULES,GRAPHITE,GRASIM,GRAVITA,GRSE,GSPL,GUJGASLTD,GVT&D,MEDANTA,NYKAA
ALKYLAMINE,0.192561225503331,0.11858050042103002,0.37196483157585286,0.179466871829482,0.20313670786734772,0.10279187427428363,0.2553114654115171,0.12086343146469988,0.2445876353009118,0.2646399170294448,0.21588449989985073,0.18975478502736826,0.20672079052607797,0.1542423409004477,0.20255838176513563,0.205937054957299,0.17123540263716383,0.25206528320352306,0.15117715200550327,0.15091308552983507,0.2383112495955289,0.13125008794102547,1.0,0.26301112661271453,0.16037422406010673,0.1834347353559136,0.07901272524861498,0.28645854765891404,0.22299858295753955,0.17837364986546655,0.23444932985217595,0.2038120599208122,0.16602185380561388,0.18717385074573176,0.20036282320755694,0.19986945531940206,0.2100537025336221,0.1809610799529852,0.16473932889462672,0.22221741126282493,0.10749261687136363,0.16655223905676955,0.31380095114135376,0.18280747054011898,0.11595172637423952,0.20376287751488642,0.1948013327257087,0.1750340551468649,0.14877548148712658,0.13434550747870005,0.15100812579413211,0.17639111631785503,0.25321500717199147,0.3048799150536902,0.24840024805281394,0.23991580489218753,0.22460875684523937,0.1989020472965123,0.2418870282602583,0.22344669498833752,0.2481773859463655,0.23665514860942014,0.1883836529993659,0.2658245892002072,0.29446589945043083,0.26215951676349514,0.22098574900586554,0.17826001895916432,0.24738292058173117,0.23691014154330162,0.1421263398992348,0.17878523479164218,0.18241512919919545,0.28574959828263147,0.3075114672616447,0.22112205911082328,0.23388930431946184,0.274316895053377,0.11956648610114796,0.26576408569966964,0.1913566846617871,0.19309055919503954,0.2526194853599085,0.2478731867662785,0.20946127367238426,0.24132631272771934,0.1431630349013127,0.13297076270713729,0.11868560643265844,0.10964226154737401,0.2566735679983714,0.20340982494937868,0.09187728917967612,0.2806793896944051,0.14436373821555679,0.18046893389209087,0.2704106298687257,-0.023338823406989756,0.2584329920139024,0.3206169674584936,0.2527681460197503,0.22621947998185257,0.26800465560814624,0.17274020456342998,0.27015448333401443,0.1749844758220577,0.1204061785461427,0.18151230096806537
ALOKINDS,0.18447454163550178,0.08192483629935865,0.33301561329256824,0.1976637315882763,0.20291361668953511,0.1452024222004714,0.30382849246658217,0.12803700283186772,0.2640273715365835,0.25208663398144243,0.28041557201667466,0.24700276819163258,0.17890052262869904,0.19765354673011387,0.1516363401710501,0.23198219444448748,0.15128112659717025,0.2879218623475933,0.16972421140413343,0.11631713885034733,0.1380314656840125,0.12770432065765389,0.26301112661271453,1.0,0.16577171421231157,0.22079652690950308,0.08245995342296825,0.29063867746367467,0.22201292467231182,0.17351398014346806,0.2889187938228651,0.22373097507812958,0.09972125241596995,0.23036486716256338,0.17149982972524272,0.24261594957300922,0.15789133657402507,0.09074088041736768,0.07265963627520038,0.16863771016466175,0.11794226311130357,0.17763753302394916,0.21524220219768697,0.11281566333375906,0.08935243802678036,0.23591318911265996,0.13408884338510094,0.13557186047480657,0.1748083814241872,0.0981121060358644,0.17272470337974963,0.18871723420109995,0.2574478602003595,0.2763961813759079,0.2537865654197899,0.2849679051551944,0.2088372966483816,0.164847318860258,0.22154419905026707,0.22484692659290742,0.26731073087875734,0.2762684403656729,0.17615360332715913,0.23667111315860778,0.29587012136983154,0.2712930725859723,0.22384046230665447,0.09922880516639605,0.3348064489972179,0.2938796152711196,0.19237160810565235,0.18023404827466744,0.20729295014408308,0.3137161526206028,0.2581649707954727,0.20184324610481602,0.20796818952362406,0.2963402450290819,0.14815141468867277,0.13907742345987298,0.14770985545867454,0.1003275401376518,0.23552920189008264,0.2661241114555349,0.22466316640420947,0.2709636683850875,0.16548014550085732,0.15500796784849713,0.18948908970274858,0.1693657495945703,0.29686666626088815,0.32173989205429315,0.10777485873051079,0.22835946273976965,0.0223564689359973,0.19394780418921082,0.2087595865904881,0.09561163636363541,0.23288122784980136,0.29234715183271187,0.18527611880917075,0.24103050426105407,0.2610488051493172,0.20705284197331603,0.21961496985048087,0.21833239518877345,0.12677963333159117,0.22958945349579815
AMBER,0.14558285899882342,0.09609620726319815,0.23140803197433854,0.12394932194445822,0.19154511359213025,0.041723110421013884,0.24341759512432035,0.11892681395034997,0.23322096296251255,0.23685048063486033,0.24738585336049077,0.18661127164892455,0.09921544583531951,0.1203653103427978,0.11866382721975849,0.20226704020545846,0.14434676855949974,0.2711353170555714,0.10953008605253874,0.04639430385366644,0.1536776577047662,0.07549337710184012,0.16037422406010673,0.16577171421231157,1.0,0.21162162280217592,0.08386392043524862,0.25177058902233557,0.2270853644410486,0.16465984545572845,0.18104830131294072,0.11515944613772006,0.11999955626697904,0.2389562580556943,0.18018512710882462,0.1662652126389081,0.1543210290613109,0.13700781917349403,0.09202441905856597,0.20625556774356094,0.064890702599329,0.10142884261708644,0.1953678356009336,0.10235059382599324,0.09952399067786537,0.15124127387442976,0.12616068244260392,0.206123785142437,0.12392854934259627,0.06569314784532738,0.1414432136261155,0.15779431791203596,0.20274298784094347,0.22417518867283873,0.2506056945133311,0.21108451190103597,0.12989922220569133,0.20135095056509256,0.18200913722992898,0.22210592842174076,0.23293353589048366,0.26707860702232605,0.1300906837144941,0.24422452735219205,0.2604101759200231,0.18845564577047033,0.20774821774530267,0.10156930200422118,0.2501043989139618,0.2400574703308213,0.10342072876093922,0.220634564795395,0.17090732483574564,0.22803504827801793,0.18610313465285394,0.19657954802378688,0.18815242951325548,0.19595560382654015,0.15493463919912318,0.1283150029027109,0.13190526140080117,0.09922970766419767,0.21161916732987762,0.2878590894237881,0.14559886161226376,0.2041293896378401,0.121521302199521,0.11058101628910108,0.15330067833439187,0.14073283782686688,0.21982673277368575,0.21120529505564728,0.10228310219231557,0.1847891094308228,0.11538940711712531,0.1738102557718905,0.2901645260787828,0.08252465363664763,0.2254357920738605,0.22736574787185915,0.24191905990382997,0.197598019934325,0.20527641256915635,0.1606671691139743,0.22113651654253305,0.11916516443160746,0.10452163629021256,0.16476562122519825
AMBUJACEM,0.19619869949625687,0.21404888405356234,0.3340165888370372,0.1717603983406583,0.3959621970778613,0.12544314881804017,0.4350648644086331,0.17814548968738075,0.29397740183990306,0.3113744598261944,0.8256634258869672,0.30038501909090054,0.4466632969845793,0.6509661184632848,0.4997862712403769,0.7599939576491284,0.45294406146025623,0.25575042730362485,0.059473640028738374,0.13593760736500934,0.1913552292828929,0.16270137415578373,0.1834347353559136,0.22079652690950308,0.21162162280217592,1.0,0.1433658479269026,0.37182928778605057,0.2891633809887784,0.12414811515607227,0.20787826093571407,0.1703195069465124,0.16913691884255225,0.2847204629714003,0.17745294162972938,0.19651414762419123,0.3754474114503361,0.23426376091698556,0.16401992335927637,0.31344999093688297,0.09902676703392428,0.4577715117913756,0.24330036739294966,0.1628352179357909,0.1903342803634595,0.4272113871694047,0.3105316674469413,0.18886566499153484,0.3314328468665504,0.12251816989510736,0.28428930184307194,0.29537181392437756,0.33609897131398225,0.3401169547218909,0.5344517500970055,0.410075640384633,0.20935441995471904,0.24935780863251836,0.10223936017783793,0.26106654860264505,0.46204261813429254,0.33651212817390946,0.24694729159143292,0.327642488672873,0.4340454890615118,0.3154100133351351,0.21772244509566963,0.09744781414691711,0.4248138143860896,0.37526944759835135,0.14511422974747457,0.3125934908501679,0.2404146311511641,0.33878728286739135,0.28015514529255936,0.2938445752055641,0.2450395862710443,0.2649527495664366,0.18749372956379565,0.20554481731005939,0.22516162392997296,0.20181251334596684,0.2098673632816241,0.4035847981589937,0.3237964290819551,0.3197710977385591,0.10446734904807331,0.09059235073958383,0.17304375985770334,0.23876673368653256,0.321001513266108,0.442489783380138,0.17318556351547992,0.24475099959757932,0.12986112203909092,0.13279415071667347,0.36869788121756647,0.06055170201622115,0.26442717972214,0.3195937804338004,0.39911336341403686,0.2537003217883806,0.2566206944076805,0.1550454624451582,0.27019638800595885,0.18846364528065648,0.21806261008579902,0.22208270742147293
ANANDRATHI,0.1455452158944129,0.10438632247245469,0.11391396299782913,0.06351412462541532,0.11542603287816264,0.09878869225631783,0.10451354044774591,0.039141743545586145,0.1676309824666117,0.16415796944392755,0.12853818918749135,0.12487137575017654,0.06080334518001738,0.1495876650264657,0.12268076107627102,0.15045152125324449,0.08622372172432469,0.13848646132496073,0.0623235627405959,0.04185820229469717,0.12327860284375362,0.02901614221311029,0.07901272524861498,0.08245995342296825,0.08386392043524862,0.1433658479269026,1.0,0.16523889756670485,0.17834297857555492,0.06606129600612778,0.05720044361268614,0.11487549844824022,0.04704933786196358,0.06068038803570878,0.04631625763097538,0.11416051933492719,0.11783878608367165,-0.01556692037008793,0.016011757459699943,0.13035888844069232,0.056330788038489205,0.1080737387476002,0.12233939642468669,0.07800806900562286,0.07654056270076058,0.10871510654044879,0.06755731172988105,0.10860693564751682,0.11089821668402042,0.03169595781000792,0.06749546288214267,0.11405834033228053,0.0749804351322425,0.09628007996245254,0.13919470647166687,0.10476429300365635,0.08174051414708752,0.08387479717209739,0.07494332000482815,0.098468236482745,0.17029737290626132,0.19584553081930361,0.05148523845815635,0.1623389119150091,0.19836120683208816,0.08981506980745106,0.08899132639916327,0.05345798138158651,0.10178248210544637,0.15330551529710676,0.13889305572722735,0.1555878608184355,0.1136712722359728,0.21603823833879596,0.0450499263152297,0.10058628206033265,0.13072541979266522,0.10310571418063427,0.05424209798873163,0.07560330401838555,0.1424639850841603,0.13489580642235943,0.11897861646545854,0.1491555288639278,0.1500365810895415,0.1686399130482258,0.14010513174442055,0.08377815008896917,0.09719585065241275,0.10753069694891111,0.10211891234000042,0.1346740907380024,0.06623061095638666,0.05541564840150924,0.023506279600394902,0.15609172569961588,0.17609897729225837,0.06939453397515787,0.16490400219495502,0.169442607533264,0.09546085550837864,0.05876457862892024,0.07084824076198279,0.11810664981179869,0.13166552277124288,0.06875552995107237,0.11701722328089723,0.149177416479752
ANANTRAJ,0.2720943224363304,0.16324872627591402,0.3692246744806265,0.18268273805268584,0.3367520456210738,0.1866896937550223,0.36464497436338633,0.14183356749824155,0.3145130877798484,0.41129450934728207,0.39374476659618884,0.36933459575175437,0.2972285994716572,0.30296827827410644,0.27828644319039203,0.3809715008375986,0.3125543777765732,0.33366673723350837,0.1309360230724407,0.15494839636864743,0.2209529492135809,0.20583814248695834,0.28645854765891404,0.29063867746367467,0.25177058902233557,0.37182928778605057,0.16523889756670485,1.0,0.34055455372223153,0.2758963830074843,0.3324647595710053,0.2820999422089041,0.16334473020114954,0.22624024665292958,0.23964487154859881,0.3137255729264649,0.2754552594054084,0.108052300794222,0.1400103063951802,0.2885503383256718,0.12777821402224987,0.2830769463580011,0.2966806371120233,0.1494342146218016,0.2140293580211601,0.2706985140912281,0.2015954170688445,0.22851910817335044,0.2040921512567233,0.18548490163803116,0.14934957530858659,0.21564160706177987,0.29087408100499573,0.30251401305614295,0.3746548614763545,0.2942179895245383,0.2549117285892397,0.2501231119012809,0.19431733518343225,0.3282748518037158,0.44082943613534165,0.3845496981139729,0.16480359363210495,0.3087283408066133,0.4417923775473964,0.3663030881559649,0.32452534522562254,0.10718808613008486,0.3525286835206539,0.38979366708655333,0.2308721296077059,0.2361700937476896,0.28861195734093464,0.38297763863466516,0.3585119913985165,0.29335326980358445,0.27927829241792773,0.2823488848321638,0.21408168389779475,0.26526384609564024,0.24601527755540678,0.1965446693567926,0.351990209235775,0.3890671584678222,0.3281931930476906,0.35953958307863426,0.22528344857305016,0.16900097909288106,0.20659953934613406,0.286872665530637,0.3540218090944626,0.3766325857342729,0.1650539905606406,0.29148782919914895,0.11110746506279057,0.1754542526377633,0.3911683941308856,0.10808490411938936,0.36643509482449493,0.3580919976737456,0.3121772550918117,0.36735909509907366,0.33508106308688895,0.19891966466902555,0.3092904720595803,0.27333132689807343,0.21181452821805552,0.21342720127821466
ANGELONE,0.25583130880959426,0.13396569046121556,0.30484810731352197,0.16983190235126047,0.24371441511806552,0.10576488044537252,0.3912282833271851,0.11146407377371863,0.27455434100775217,0.34906127654386376,0.2945631552619132,0.31626600798160803,0.24442163256395338,0.2220296660203238,0.22715699727432812,0.3116368716170103,0.21582821732937052,0.29361947072182304,0.15540866846445225,0.11212356782468659,0.1432888896013947,0.15471433181667388,0.22299858295753955,0.22201292467231182,0.2270853644410486,0.2891633809887784,0.17834297857555492,0.34055455372223153,1.0,0.23088186396545343,0.25592130621752357,0.16092650293836253,0.17648350938666765,0.2527736037298245,0.17841017652100785,0.23362018684195987,0.2880030480229186,0.13796845617662146,0.13769915603437607,0.24874746572925427,0.12722944919552714,0.22754842738806574,0.20109200288703785,0.18958410753638003,0.17491603635884098,0.2187319769229911,0.23525063276966549,0.19942624452974486,0.19213639086576667,0.15992857851700415,0.1622628190329871,0.20420251267355502,0.31919598810062344,0.2839702982211219,0.36377806603976254,0.3469730473638119,0.19169497957000628,0.22629355663242098,0.15185792321909944,0.3086918914774813,0.3430443904403184,0.3411238330387641,0.1765494841904095,0.2748498289146685,0.3798298226699979,0.29042903592525315,0.3989815523940702,0.1456088076015972,0.344737047963734,0.3393634398579419,0.2094979851693346,0.28366573622823626,0.21354679575056656,0.33267406635914076,0.2970025538860241,0.2788930741414861,0.2504993995772244,0.2569654486374022,0.21311419400566425,0.17367696271999647,0.1861908165780461,0.1809764308740662,0.28500603151240816,0.35256964397078844,0.23178729631686606,0.26216222493509156,0.21289103312998528,0.15221986970745183,0.17437486759222115,0.17668793208444455,0.33510875896500625,0.3130055211351772,0.17285673606607999,0.19204974938791836,0.14592502393972498,0.14371148180847618,0.3033158178081178,0.07799703058392553,0.29124533510333434,0.2826294898505702,0.2100837890400108,0.2944125466387931,0.29869655983014004,0.11598442564936452,0.21672950323337173,0.15335453433372423,0.18405523381507483,0.17899505400458382
APARINDS,0.22586921323947393,0.08564751949884346,0.20013915072520588,0.0735587381020573,0.22774785964898261,0.1397759699406991,0.18699783761529273,0.07361188434471938,0.17851566254785173,0.21702188756599328,0.17727999128320301,0.1982932802467614,0.1321419431150761,0.10105753073301034,0.13017532708815283,0.12375386356960819,0.10015312985608894,0.22573842537137656,0.1707567043843339,0.13958110271442134,0.14933124643195542,0.1147358743659082,0.17837364986546655,0.17351398014346806,0.16465984545572845,0.12414811515607227,0.06606129600612778,0.2758963830074843,0.23088186396545343,1.0,0.18804357005754138,0.22091275803396684,0.1274364346681981,0.19904125447592624,0.09814570514501957,0.1985273929038787,0.1666396879002753,0.09274004563725069,0.10895680170317655,0.1764303357409352,0.0773599663610871,0.08801332697108118,0.15217604113287458,0.09615824020414554,0.16107364014545142,0.14891960339439414,0.057109708203381536,0.13968182284542524,0.04947912938699135,0.09696252812889179,0.07715062479565572,0.0921430568007031,0.21909978210205663,0.17429276003117877,0.1539581675820175,0.16322558962237424,0.13786205295216228,0.1841132153245892,0.11798575440748524,0.25431820988732606,0.27543632808006674,0.194657807599038,0.11579909425721571,0.2104021218117488,0.25644649795586943,0.2334249149395856,0.17813146094458412,0.07626137954635656,0.1529815416258676,0.21801759280278127,0.12936938230872788,0.17958971591486841,0.13008409429843623,0.21545662725585274,0.15640031549896571,0.17299641987534511,0.24261700770428413,0.22812826167616665,0.028114046808196676,0.1897017338446089,0.19808997455625496,0.1503526243032325,0.13039035263234308,0.220619521202394,0.21120608949240194,0.0950934068694395,0.07527288717120212,0.09569851482559827,0.1027221942930586,0.1671198142221466,0.15007742534238397,0.21865245511880865,0.08971895569115687,0.16901337886159498,0.04589042928124942,0.09468591602054897,0.1914148139110728,0.06068576916848569,0.23921691914692045,0.20343173938095183,0.20911455343391247,0.14947363684541756,0.23689498769911643,0.11211795996697495,0.23632494667970577,0.2122741206170511,0.16407879082085894,0.12453247419564438
APLAPOLLO,0.2301156439278708,0.1457746835086401,0.2971330076720794,0.10607055957939554,0.29138759172219086,0.1078361711656136,0.29926525199673054,0.11503855005190435,0.2717076414283061,0.266476775212351,0.25033212281840583,0.26894197548697013,0.20818461197469681,0.1648036281758109,0.17732799573354513,0.2312687862011005,0.184939534001626,0.2686196273372134,0.17991576469444195,0.10046601641194745,0.12573608049954982,0.12063144929332871,0.23444932985217595,0.2889187938228651,0.18104830131294072,0.20787826093571407,0.05720044361268614,0.3324647595710053,0.25592130621752357,0.18804357005754138,1.0,0.1614685489900827,0.13023991553566183,0.25576652550597023,0.22500167544929994,0.180732993516162,0.2429266323095052,0.05785334350294484,0.11960919661898983,0.2885417677031855,0.18337109592192224,0.1537854414451407,0.23078415500692925,0.08917103279184348,0.16458020914174923,0.19474209453165828,0.218799251676319,0.13489539849812135,0.20435556171592478,0.15536568047817326,0.1461703701824199,0.23623282176454072,0.2852362055798375,0.17198772296800435,0.2426455427513435,0.26778443242435257,0.22304650252726016,0.1454357081467127,0.17662467651210167,0.2847440751728063,0.371618516003925,0.30056737102296155,0.1397629680772746,0.282581221201932,0.36153091260739395,0.2573555128729325,0.19218842594634902,0.10780731775839873,0.2309261894737131,0.276087198485008,0.17987933465584094,0.2856676666811502,0.1258589992061051,0.3131386533205823,0.2828889552864887,0.22853856577820866,0.22607045290451985,0.26016012113532105,0.18079946325675988,0.17271810843785082,0.177990478774072,0.17621572689195997,0.20567064982248887,0.3208623779231568,0.18045630594251968,0.2261990965585811,0.13851530061189682,0.13081758785221795,0.1741191929569684,0.15821858289455026,0.30164257715496934,0.3037954477308297,0.09313495315241307,0.2315379483090396,0.11621153518469117,0.1620084744278776,0.2919992436227581,0.11176129519189522,0.2566727244716531,0.27829328514532725,0.2562900901414405,0.26722605614459727,0.2657108638906796,0.18421722963671514,0.23386384603842683,0.16793992371792826,0.17186373296857008,0.18405640787528477
APLLTD,0.12318674811011847,0.1277873261542329,0.25269701477883677,0.09716780478851027,0.16030211531654054,0.1670002655223282,0.21658047673998518,0.08122813947709079,0.19781352709862404,0.22571923528065382,0.19383901015967253,0.19325562098500274,0.14973281493367466,0.11973284113724228,0.1462179390033206,0.1443817446419536,0.12837067684888898,0.1695411440743428,0.14232019194264017,0.23625309778608916,0.2224745229430719,0.15701661790549615,0.2038120599208122,0.22373097507812958,0.11515944613772006,0.1703195069465124,0.11487549844824022,0.2820999422089041,0.16092650293836253,0.22091275803396684,0.1614685489900827,1.0,0.15177740583508958,0.19047940749852887,0.16556428988424673,0.1629240031942757,0.1498319558945503,0.08299918260686036,0.10192327624439773,0.18256918633475605,0.11767379426893163,0.1376729307709871,0.24108012648890473,0.0917695067847558,0.19557765520106854,0.1630686878682012,0.08613440493516787,0.1418264869800638,0.0668954080877897,0.14389971209272515,0.094019629040175,0.1426706204046472,0.1616190925279916,0.2030692299435783,0.1948063908759038,0.23057317729979293,0.24321645189792135,0.16376742805662559,0.19381840906836606,0.18344614902734954,0.20957575166158876,0.20234609510938095,0.0928087242010938,0.1725884073264156,0.18531681294907357,0.23413575665208855,0.15537691405695286,0.16845210598218618,0.24403290479132275,0.21439144718676945,0.1967112668258435,0.15040079071127765,0.17008526061221424,0.17331571738994664,0.16137824539244025,0.13414597001052123,0.19145060600617034,0.19442912873144347,0.06880181152406183,0.15879279243743974,0.1383776926511692,0.1309544111654352,0.26446901421528957,0.22115074379585065,0.21021190780360993,0.21472452982270576,0.14537271044603514,0.1431087834781476,0.20717249980982194,0.236955191273891,0.19015736786510917,0.11265669439004299,0.09380491334750785,0.16102048956433662,0.14615417889684304,0.13135768598486464,0.23120795303407,0.0672356268590509,0.2709075284225693,0.23839292607401227,0.15991584094181402,0.1780651589550472,0.15369236436538455,0.14970041591587688,0.25283537651239957,0.17452636649388567,0.13192601603509133,0.08159936763045314
APOLLOHOSP,0.1510045845867985,0.10962561022542339,0.2746931656347255,0.03554897725758379,0.21308799028451367,0.2528743410881484,0.2023699593475818,0.10611514527739577,0.15312401821946592,0.14080164247857352,0.17667249715008462,0.14337168910433315,0.05350835715417196,0.14347806335227734,0.05866788738391894,0.17724143758071625,0.08422539251495893,0.11286153723195375,0.12773331053799666,0.09403341508550779,0.15071217904187667,0.202691379026771,0.16602185380561388,0.09972125241596995,0.11999955626697904,0.16913691884255225,0.04704933786196358,0.16334473020114954,0.17648350938666765,0.1274364346681981,0.13023991553566183,0.15177740583508958,1.0,0.22182230251103097,0.1617185004112685,0.12753334266094968,0.21180113352917102,0.2512028542797642,0.14824245441079964,0.2251792595563726,0.07808292170882344,0.08089592484592972,0.2133468448101461,0.12960111715343062,0.2605012538021013,0.16252334844797106,0.1709683514559453,0.2347596445112771,0.22776432694991605,0.12529740900276676,0.21874589769190003,0.20235507702469918,0.23979363731799774,0.17728981879981093,0.19480487935482815,0.16486197927555565,0.1492204745942746,0.18366481502704096,0.1901519731505168,0.18045139493328496,0.229359207948069,0.1547443445888523,0.12785236292520022,0.1902926896230654,0.18895446084891643,0.15911961690609172,0.16364778457429263,0.14456594077878576,0.13849539801069197,0.14508242577109226,0.14620441154297273,0.19066307552042133,0.21761197004698016,0.1794623789967871,0.17619506329116494,0.16564735118199936,0.14163366222277193,0.13666602815723164,0.05792069901317036,0.07734568073855577,0.14818184138296345,0.2519340290385355,0.1298579146217005,0.19625634203703812,0.1628484920372061,0.15690745868858222,0.11835854204684776,0.03334430873365319,0.1889523807894321,0.1746908409899325,0.19373102552081387,0.18804754418163827,0.15110861427724262,0.11814144885426721,0.16577095098739578,0.13565847242444098,0.3450218424242606,0.03858170153008115,0.21202116952564176,0.1681272327864927,0.26330579399484755,0.09940784751871361,0.12980525152790376,0.10517010824561586,0.1971469743215674,0.07507140860711088,0.255618864433178,0.17245872312386834
APOLLOTYRE,0.19441924484349588,0.18383756865653975,0.37415625304620037,0.09828104850470647,0.26070934595270945,0.1934959102783726,0.3064610245210386,0.11876870593544248,0.2775884462026258,0.26202840650517134,0.3211154150587178,0.27674534217085867,0.2508378075722817,0.22338493198809903,0.22739483040556002,0.3001976041127428,0.22489868368736876,0.23161401138741164,0.13470059233459078,0.1420356647611583,0.17730345829599914,0.23002279300663625,0.18717385074573176,0.23036486716256338,0.2389562580556943,0.2847204629714003,0.06068038803570878,0.22624024665292958,0.2527736037298245,0.19904125447592624,0.25576652550597023,0.19047940749852887,0.22182230251103097,1.0,0.16632929024621576,0.2250993168084685,0.33708168273691314,0.24752908990845726,0.10342537568539875,0.2767739447454805,0.11451545364713597,0.18838205373045755,0.26864579273249384,0.1361674058775912,0.20250892448732918,0.21381455639057428,0.262287239615113,0.22890584572236064,0.22411718514124337,0.14616304742018082,0.17357251946991645,0.3547567897107939,0.31587519401320896,0.2623551252965415,0.2950579299685579,0.27522397886948363,0.20958493493026167,0.2858958106078938,0.13512573745383985,0.19447684009031865,0.30193095808499526,0.22836956946108397,0.2335078497752111,0.29335443818420115,0.3030535940967225,0.22110368199507174,0.14535962368682345,0.15866012105949118,0.300481021410117,0.26247417577453597,0.1749177282701251,0.3331044927041197,0.1620539359097813,0.30554261665762367,0.25146803920006966,0.26767382740030715,0.2527281486882985,0.23629663980780874,0.13050443389708094,0.16092920669812244,0.1243859579876165,0.18525558404263998,0.18081876874200872,0.3373858285002329,0.2182340941192003,0.23385787897604116,0.09298516734441897,0.09620096584547524,0.1467752278517007,0.20683492815075588,0.2696327744636195,0.28536458005687465,0.12896553187823706,0.19174135077470922,0.1363417412081282,0.1684597754014646,0.32895128455748646,0.09844682485816583,0.31499101934743345,0.2383538978144437,0.30399149015719695,0.18016978542832848,0.19384436998415966,0.14614535708716528,0.3022210893190708,0.11582876643097473,0.24228698060730516,0.18556880247675236
APTUS,0.11685371439560176,0.09252405983312069,0.21653877532306146,0.20533666073609214,0.13163307118972017,0.07854902917030915,0.2723118057661281,0.0685423426470102,0.259410709065679,0.2388020413879274,0.22433301976700246,0.18074582832946773,0.12656864093555042,0.14825081284429661,0.1559904835458798,0.16467649812035076,0.13616884349574426,0.21226716359963943,0.11673200321099901,0.10127448902413216,0.13012926818191284,0.07945771615422749,0.20036282320755694,0.17149982972524272,0.18018512710882462,0.17745294162972938,0.04631625763097538,0.23964487154859881,0.17841017652100785,0.09814570514501957,0.22500167544929994,0.16556428988424673,0.1617185004112685,0.16632929024621576,1.0,0.19887759261856106,0.20897488274867415,0.13391030153390185,0.06260796070957342,0.2112127324918777,0.025870889063269197,0.15311560625012804,0.1365884558733298,0.17398677582954664,0.11891353117327326,0.14515405739898496,0.16047529746127281,0.11315368332820101,0.16422893220157955,0.14008237774074475,0.1718619672078634,0.09016948241887209,0.21023916164148201,0.2544964830040986,0.23862329742140145,0.2203118065773962,0.15817054660023058,0.17113094263201245,0.12331175199387397,0.16603678039104416,0.2494190739431152,0.18951280282024122,0.07977073412835725,0.19013580304129787,0.23494438310563362,0.18551651707334135,0.2135746355085316,0.026576664897989873,0.26385035018138797,0.2887129644220463,0.0932491029613521,0.20192929892596195,0.15930998623849482,0.2088271110622061,0.19372262018960199,0.17528671021651646,0.1737259522020396,0.21505466432729553,0.1709140457974192,0.15326945425679894,0.1943038813283867,0.1491451197818471,0.18444684662668862,0.2788683815845679,0.23877012676743953,0.18870747115629766,0.10365692397732428,0.06876089256825459,0.08148342751742785,0.1819469741834138,0.2576198450473363,0.24287950813228618,0.15376373291573214,0.10968939425165891,0.11131439078711867,0.14437857194907117,0.24495386039196365,0.009484354777072466,0.1756423112939592,0.22464129479308975,0.14479038702724834,0.21887914499150368,0.1709350261532277,0.18164147365701716,0.1835257613511094,0.1773239970771117,0.17065291337676103,0.11681829188960638
